question,intent,answer,source_dataset
Did Elyaniv Barda's goal for Israel come from a penalty kick?,penalty_status,No,goalscorers
Where was the Friendly match between Kuwait and Iceland held?,match_location,"Kuwait City, Kuwait",results
Was the match between Morocco and Nigeria played at a neutral venue?,neutral_status,No,results
What was the location of Turkey versus Armenia?,match_location,"Bursa, Turkey",results
Was Jakub Piotrowski's goal for Poland against Czech Republic a penalty?,penalty_status,No,goalscorers
In which minute did Tomas Ražanauskas score in Lithuania versus Faroe Islands?,goal_minute,23,goalscorers
What was the competition for England against Romania on 1970-06-02?,tournament,FIFA World Cup,results
Who scored for Belgium in the match against Iceland on 1957-06-05?,scorer,Victor Mees,goalscorers
In which city and country did Hungary play Bulgaria?,match_location,"Budapest, Hungary",results
When was the AFF Championship match between Thailand and Malaysia held?,match_date,2002-12-20,results
When was the match between Myanmar and South Korea played?,match_date,1976-01-04,results
Who won the shootout when Jersey played Guernsey?,shootout_winner,Guernsey,shootouts
Was the goal involving Michael Mifsud on 2006-09-02 an own goal?,own_goal_status,No,goalscorers
Was the match between Italy and Ukraine played on neutral soil?,neutral_status,No,results
Who won the penalty shootout between Zimbabwe and Eswatini on 1990-05-18?,shootout_winner,Zimbabwe,shootouts
Which player scored for Germany in the 2017-10-08 match against Azerbaijan?,scorer,Leon Goretzka,goalscorers
What was the competition for Angola against São Tomé and Príncipe on 1985-06-30?,tournament,Friendly,results
Who started the penalty shootout between Saint Lucia and Aruba?,first_shooter,Unknown,shootouts
Did José Torrealba score an own goal against Peru?,own_goal_status,No,goalscorers
Which player scored for Iraq in the 2024-03-26 match against Philippines?,scorer,Amir Al-Ammari,goalscorers
In what city was Ivory Coast against DR Congo played?,match_location,"Abidjan, Ivory Coast",results
What was the competition for Czechoslovakia against Scotland on 1961-11-29?,tournament,FIFA World Cup qualification,results
Was Mauricio Pinilla's goal in Chile versus Venezuela a spot kick?,penalty_status,No,goalscorers
What city and country hosted Sweden versus Qatar?,match_location,"Bangkok, Thailand",results
Who was the winner when Scotland played Spain?,match_winner,Scotland,results
What was the away team's score when Italy played Germany on 1996-06-19?,away_team_score,0,results
When did the match between Myanmar and Syria take place?,match_date,2025-10-14,results
Who took the first penalty in the shootout between Netherlands and Morocco?,first_shooter,Netherlands,shootouts
How many goals were there in the match between Brazil and Colombia?,total_goals,4,results
Who was the winner when Netherlands played Luxembourg?,match_winner,Draw,results
Who won the penalty shootout between Mali and Nigeria?,shootout_winner,Mali,shootouts
Which team won the shootout between South Africa and Mali?,shootout_winner,Mali,shootouts
Did New Zealand and New Caledonia play on neutral ground?,neutral_status,Yes,results
Was the British Home Championship match between Northern Ireland and Scotland neutral?,neutral_status,No,results
At what point in the match did Pelé score against France?,goal_minute,52,goalscorers
Did Argentina and Uruguay play on neutral ground?,neutral_status,No,results
Was the goal by Justin Devenny against Luxembourg scored from a penalty?,penalty_status,No,goalscorers
Was the venue neutral for the match between Comoros and Togo?,neutral_status,No,results
Did Christoph Baumgartner's goal for Austria come from a penalty kick?,penalty_status,No,goalscorers
Was the FIFA World Cup qualification match between San Marino and Latvia neutral?,neutral_status,No,results
Which team won between Colombia and Peru?,match_winner,Draw,results
What minute was Sébastien Thill's goal for Luxembourg?,goal_minute,78,goalscorers
In which tournament did Saint Lucia face Martinique?,tournament,CFU Caribbean Cup qualification,results
How many goals were there in the match between Oman and Iraq?,total_goals,1,results
What was the location of Iceland versus Faroe Islands?,match_location,"Reykjavík, Iceland",results
What minute was Donald-Olivier Sié's goal for Ivory Coast?,goal_minute,94,goalscorers
Was Belgium versus Sweden held at a neutral location?,neutral_status,No,results
Was the match between French Guiana and Suriname played at a neutral venue?,neutral_status,No,results
What competition did India and Argentina play in?,tournament,Nehru Cup,results
Was Sergei Ignashevich's goal for Russia against Switzerland an own goal?,own_goal_status,No,goalscorers
What was the combined number of goals in the UEFA Euro match between England and Yugoslavia?,total_goals,1,results
Who won the match between Ghana and Senegal?,match_winner,Senegal,results
How did the match between Panama and Paraguay end?,match_score,Panama 0 - 2 Paraguay,results
Did Juraj Kucka convert a penalty against Slovakia on 2021-06-23?,penalty_status,No,goalscorers
Who was victorious in the match between North Korea and Kuwait?,match_winner,Kuwait,results
Did Japan or Argentina win the match?,match_winner,Argentina,results
In what city was Romania against Denmark played?,match_location,"Bucharest, Romania",results
Was Wilmer Velásquez's goal for Honduras marked as an own goal?,own_goal_status,No,goalscorers
What minute was Ben Sahar's goal for Israel?,goal_minute,77,goalscorers
Which side won the penalty shootout between Botswana and Malawi?,shootout_winner,Malawi,shootouts
Did Kim Joo-sung's goal in South Korea versus China count as an own goal?,own_goal_status,No,goalscorers
What was the competition for Cyprus against Spain on 1994-09-07?,tournament,UEFA Euro qualification,results
Was Bolivia against Senegal played away from both teams' home grounds?,neutral_status,Yes,results
How many times did the away team Malta score against England?,away_team_score,0,results
Did Jamaica and China play on neutral ground?,neutral_status,No,results
Which location hosted the match between Zanzibar and Somalia?,match_location,"Zanzibar, Tanzania",results
Did Mali or Congo win the match?,match_winner,Mali,results
What was the away team's score in Saudi Arabia versus Bahrain?,away_team_score,2,results
Was Damian Szymański's goal against Czech Republic scored into their own net?,own_goal_status,No,goalscorers
Which player scored for Australia against Bangladesh?,scorer,Jamie Maclaren,goalscorers
Was the goal involving Ian Bridge on 1981-11-12 an own goal?,own_goal_status,No,goalscorers
In what city was Gambia against Mauritania played?,match_location,"Banjul, Gambia",results
Which team was victorious in the penalty shootout between Ivory Coast and Egypt?,shootout_winner,Egypt,shootouts
Which side won the penalty shootout between Chile and Argentina?,shootout_winner,Chile,shootouts
Which team won between Greece and Libya?,match_winner,Greece,results
In which tournament did New Zealand face Australia?,tournament,Friendly,results
What competition did Congo and Ivory Coast play in?,tournament,All-African Games,results
What was the away team Maldives's score against Bahrain?,away_team_score,0,results
What was the location of United States versus Brazil?,match_location,"Pasadena, United States",results
In which minute did Włodzimierz Lubański score for Poland against Turkey?,goal_minute,62,goalscorers
What was the home team's score when Spain played Germany on 2020-11-17?,home_team_score,6,results
Which team took the first kick between Iraqi Kurdistan and Padania on 2016-06-02?,first_shooter,Unknown,shootouts
How did Grenada vs Guyana finish?,match_score,Grenada 5 - 0 Guyana,results
Was Pijus Širvys's goal for Lithuania against Bulgaria an own goal?,own_goal_status,No,goalscorers
Was the goal involving Jonathan David on 2019-06-15 an own goal?,own_goal_status,No,goalscorers
Which team took the first penalty between Egypt and DR Congo?,first_shooter,Egypt,shootouts
Which event included the match between South Korea and Oman?,tournament,AFC Asian Cup qualification,results
How many times did the home team Myanmar score against South Korea?,home_team_score,0,results
Who was on the scoresheet for Jamaica against Costa Rica?,scorer,Garath McCleary,goalscorers
What was the competition for Libya against Angola on 2001-06-29?,tournament,FIFA World Cup qualification,results
How many goals were scored in total when Albania faced China?,total_goals,2,results
What date did South Korea and Australia play each other?,match_date,2009-09-05,results
Was the match between Guatemala and Jamaica played on neutral soil?,neutral_status,Yes,results
Who scored for Georgia against Latvia?,scorer,Giorgi Chakvetadze,goalscorers
Which tournament featured Liberia versus Mauritania?,tournament,African Cup of Nations qualification,results
At what point in the match did Eyjólfur Sverrisson score against France?,goal_minute,47,goalscorers
Who won the shootout involving Italy and Argentina?,shootout_winner,Argentina,shootouts
Was Liberia versus Togo held at a neutral location?,neutral_status,No,results
Did Panama and El Salvador play on neutral ground?,neutral_status,No,results
Who won the penalty shootout between Zambia and Namibia on 2018-06-02?,shootout_winner,Zambia,shootouts
Which side took the opening penalty between Brazil and Paraguay?,first_shooter,Paraguay,shootouts
When did the match between Congo and Madagascar take place?,match_date,1962-12-24,results
What was the away team Costa Rica's score against El Salvador?,away_team_score,1,results
Which side won the penalty shootout between Bolivia and Paraguay?,shootout_winner,Bolivia,shootouts
Which tournament featured Argentina versus Uruguay?,tournament,Friendly,results
Where was the British Home Championship match between Scotland and Northern Ireland held?,match_location,"Glasgow, Scotland",results
