question,intent,answer,source_dataset
Who won the penalty shootout between Republic of Ireland and Romania on 1990-06-25?,shootout_winner,Republic of Ireland,shootouts
Which side won when Germany faced Italy?,match_winner,Draw,results
Did Roberto Cabañas score a penalty in the match against Belgium?,penalty_status,No,goalscorers
Which event included the match between Cuba and Martinique?,tournament,Gold Cup,results
Who found the net for Paraguay against Belgium?,scorer,Luis Vargas Peña,goalscorers
Was Kurt Jara's goal for Austria marked as an own goal?,own_goal_status,No,goalscorers
Was the match between Tunisia and Morocco played at a neutral venue?,neutral_status,No,results
Who was the winner when Qatar played Palestine?,match_winner,Palestine,results
Which side took the opening penalty between Gabon and Cameroon?,first_shooter,Unknown,shootouts
In which city and country did Singapore play Brunei?,match_location,"Jurong West, Singapore",results
Which player scored for Tunisia in the 1978-03-09 match against Uganda?,scorer,Mohsen Labidi,goalscorers
What day was the match between Bahrain and Lebanon?,match_date,1971-12-11,results
How many goals did the away team Mexico score while playing away to Costa Rica?,away_team_score,0,results
At what point in the match did Faitalia Hamilton-Pama score against American Samoa?,goal_minute,18,goalscorers
What was the score between Guernsey and Jersey on 2007-05-06?,match_score,Guernsey 0 - 0 Jersey,results
What was the competition for Saudi Arabia against Thailand on 1996-12-05?,tournament,AFC Asian Cup,results
Who won the shootout involving India and Taiwan?,shootout_winner,Taiwan,shootouts
In what city was England against Belgium played?,match_location,"London, England",results
Was Guernsey against Ynys Môn played away from both teams' home grounds?,neutral_status,Yes,results
Which team won the shootout between Serbia and Scotland?,shootout_winner,Scotland,shootouts
Was Jorge Insfran's goal for Paraguay marked as an own goal?,own_goal_status,No,goalscorers
On what date did Germany play Belgium?,match_date,1991-05-01,results
Did Poland or Faroe Islands win the match?,match_winner,Poland,results
In which minute did Rong Zhixing score in China versus Japan?,goal_minute,7,goalscorers
What was the home team's score when Greece played Romania on 2000-03-29?,home_team_score,2,results
What city and country hosted United States versus Guatemala?,match_location,"Kansas City, United States",results
Can you tell me the score between South Korea and Thailand?,match_score,South Korea 0 - 0 Thailand,results
What competition was the match between Central African Republic and Ivory Coast played in?,tournament,African Cup of Nations qualification,results
How many goals were scored by the away team DR Congo against Libya?,away_team_score,2,results
Who won the African Cup of Nations qualification match between Tanzania and Central African Republic?,match_winner,Tanzania,results
What was the score between Qatar and Iraq in Friendly?,match_score,Qatar 0 - 0 Iraq,results
What was the home team's score when Denmark played Panama?,home_team_score,1,results
Which side took the opening penalty between Ethiopia and Kenya?,first_shooter,Unknown,shootouts
Which location hosted the match between Uruguay and Paraguay?,match_location,"Montevideo, Uruguay",results
How many goals were scored by the away team Sweden against France?,away_team_score,0,results
How many total goals were scored between Palestine and Malaysia on 2001-03-11?,total_goals,1,results
Where was the match between Guinea-Bissau and Zambia played?,match_location,"Bissau, Guinea-Bissau",results
How many goals were scored in total when Switzerland faced Liechtenstein?,total_goals,1,results
In what city was Ethiopia against Zanzibar played?,match_location,"Nairobi, Kenya",results
Was Óscar Ulloa's goal for El Salvador marked as an own goal?,own_goal_status,No,goalscorers
Was Toni Polster's goal in Austria versus Cameroon a spot kick?,penalty_status,No,goalscorers
Which side won the penalty shootout between Canada and Guatemala?,shootout_winner,Guatemala,shootouts
Can you tell me the score between Netherlands and Denmark?,match_score,Netherlands 1 - 2 Denmark,results
Did Marco Bode convert a penalty against Northern Ireland on 1999-03-27?,penalty_status,No,goalscorers
What was the score between Northern Ireland and Portugal on 1997-03-29?,match_score,Northern Ireland 0 - 0 Portugal,results
Where was the match between Guinea-Bissau and Sierra Leone played?,match_location,"Praia, Cape Verde",results
Which side won when Bhutan faced Montserrat?,match_winner,Bhutan,results
In which minute did Shūto Machino score for Japan against Indonesia?,goal_minute,58,goalscorers
What was the home team's score in Northern Ireland versus Portugal?,home_team_score,3,results
Was Brian Turner's goal for New Zealand against Fiji a penalty?,penalty_status,No,goalscorers
Which team took the first kick between Namibia and Botswana on 2005-04-16?,first_shooter,Unknown,shootouts
Was the goal scored by José Maria Yermo for Spain a penalty?,penalty_status,No,goalscorers
Which player got the goal for Burkina Faso against Senegal?,scorer,Bertrand Traoré,goalscorers
Who won the penalty shootout between New Caledonia and Tahiti on 2010-09-29?,shootout_winner,Tahiti,shootouts
How many goals were scored by the home team Bulgaria against England?,home_team_score,0,results
What date did Paraguay and Argentina play each other?,match_date,1931-04-25,results
What was the final score between Antigua and Barbuda and Guadeloupe?,match_score,Antigua and Barbuda 3 - 3 Guadeloupe,results
Who started the penalty shootout between India and Kuwait?,first_shooter,India,shootouts
Did Wilmer Velásquez score from the penalty spot against Colombia?,penalty_status,No,goalscorers
What was the competition for Cameroon against Morocco on 1992-01-12?,tournament,African Cup of Nations,results
How many goals were scored by the away team Iraq against United Arab Emirates?,away_team_score,0,results
Did Steve David score an own goal against Costa Rica?,own_goal_status,No,goalscorers
On what date did Ivory Coast play Egypt?,match_date,2008-02-07,results
Which location hosted the match between Montserrat and Barbados?,match_location,"Kingstown, Saint Vincent and the Grenadines",results
How many goals were scored in total when Mozambique faced Sudan?,total_goals,3,results
What date did Honduras and Nicaragua play each other?,match_date,2005-02-19,results
In which minute did Artim Šakiri score for North Macedonia against Serbia?,goal_minute,60,goalscorers
How many goals were scored by the away team Netherlands against Australia?,away_team_score,0,results
Which team won the shootout between South Korea and Iran?,shootout_winner,South Korea,shootouts
Was United Arab Emirates versus Philippines held at a neutral location?,neutral_status,No,results
At what point in the match did Siniša Mihajlović score against Serbia?,goal_minute,72,goalscorers
Which player scored for Scotland in the 1989-02-08 match against Cyprus?,scorer,Richard Gough,goalscorers
In which city and country did China play Uzbekistan?,match_location,"Wuhan, China",results
Who came out on top between India and Yemen?,match_winner,Yemen,results
How many goals were scored by the home team Germany against Finland?,home_team_score,7,results
Who won the shootout when Saudi Arabia played North Korea?,shootout_winner,North Korea,shootouts
Who started the penalty shootout between Iran and Kuwait?,first_shooter,Kuwait,shootouts
On what date did Costa Rica play Jamaica?,match_date,1968-12-01,results
When was the FIFA World Cup qualification match between Colombia and Peru held?,match_date,1985-05-26,results
What was the overall goal total for the match?,total_goals,1,results
Who was the first shooter in the penalty shootout between Mozambique and Zimbabwe?,first_shooter,Unknown,shootouts
What was the score between Finland and Sweden on 1982-02-20?,match_score,Finland 2 - 2 Sweden,results
When was the Friendly match between Argentina and England held?,match_date,1977-06-12,results
Who won the FIFA World Cup qualification match between Australia and Indonesia?,match_winner,Australia,results
Who won the shootout involving China and Iran?,shootout_winner,China,shootouts
How many goals were recorded in Iran vs Turkey?,total_goals,2,results
What was the away score when Canada played Cuba?,away_team_score,2,results
Who won the match between Yemen and Bangladesh?,match_winner,Draw,results
What was the away team's score when Egypt played Mozambique?,away_team_score,0,results
What was the location of El Salvador versus Guatemala?,match_location,"Willemstad, Curaçao",results
Which team kicked first in the shootout between Ethiopia and Burundi?,first_shooter,Unknown,shootouts
How many goals did the home team Chile score against Guinea?,home_team_score,3,results
Did Vavá register an own goal in the match against Russia?,own_goal_status,No,goalscorers
Which player got the goal for Mexico against Jamaica?,scorer,Luis Hernández,goalscorers
How many goals did the home team Argentina score in the Copa Chevallier Boutell match against Paraguay?,home_team_score,1,results
Which team took the first penalty between Canada and Guatemala?,first_shooter,Canada,shootouts
Which team was victorious in the penalty shootout between Malaysia and Tajikistan?,shootout_winner,Tajikistan,shootouts
Did the match between Padania and Abkhazia end in a draw or did someone win?,match_winner,Draw,results
What city and country hosted Burkina Faso versus Ivory Coast?,match_location,"Ouagadougou, Upper Volta",results
Did Belarus and Austria play on neutral ground?,neutral_status,No,results
When was Zoubeir Baya's goal scored in the match against DR Congo?,goal_minute,54,goalscorers
Where was the match between Iraq and Poland played?,match_location,"Baghdad, Iraq",results
